BN/Registration number:	Organization name:	Status: 	Type of qualified donee:	Effective date of status:	Sanction 	Designation: 	Charity type: 	Category: 	Address:	City:	Province, territory, outside of Canada:	Country:	Postal code/Zip code:	
864266234RR0001	DESTINY HEALTH & WELLNESS FOUNDATION	Revoked-Audited	Charity	2010-04-17		0003	Other purposes beneficial to the community	0210	15 ALLSTATE PARKWAY SITE 310	MARKHAM	ON	CA	L3R5B4
891289340RR0001	DIGBY AND AREA HEALTH SERVICE CHARITABLE FOUNDATION	Registered	Charity	1994-04-01		0002	Other purposes beneficial to the community	0210	PO BOX 820 	DIGBY	NS	CA	B0V1A0
893030361RR0001	DINSMORE AND DISTRICT HEALTH FOUNDATION INC.	Registered	Charity	1994-06-22		0002	Other purposes beneficial to the community	0210	BOX 278 	DINSMORE	SK	CA	S0L0T0
891054785RR0001	DISCOVERY HEALTH CARE FOUNDATION INC.	Registered	Charity	1989-04-01		0002	Other purposes beneficial to the community	0210	67 MANITOBA DR 	CLARENVILLE	NL	CA	A5A1K3
897552626RR0001	DISTRICT DE SANTE NOTRE-DAME-DE-LORDES HEALTH DISTRICT	Revoked-Voluntary	Charity	1998-06-06		0001	Other purposes beneficial to the community	0100	56 ROYAL RD NORTH 	PORTAGE LA PRAIRIE	MB	CA	R1N1V1
889153631RR0001	DISTRICT DE SANTE ST CLAUDE HEALTH DISTRICT FOUNDATION INC	Registered	Charity	1998-01-01		0002	Other purposes beneficial to the community	0210	33 ROY ST BOX 400	ST CLAUDE	MB	CA	R0G1Z0
118886381RR0001	DOAKTOWN HEALTH SERVICES CENTER TRUST	Revoked-Failure to File	Charity	2001-06-16		0001	Other purposes beneficial to the community	0210	565 PRIESTMAN ST 	FREDERICTON	NB	CA	E3B5X8
888204245RR0001	DOCTOR JOHN WATERS COMMUNITY HEALTH CENTRE	Registered	Charity	1981-12-27		0001	Other purposes beneficial to the community	0100	30 WATER STREET P.O. BOX 188	PORT HOOD	NS	CA	B0E2W0
887335289RR0001	DR CHARLES L LEGROW HEALTH CENTRE FOUNDATION INC	Registered	Charity	1989-04-21		0002	Other purposes beneficial to the community	0210	PO BOX 973 	CHANNEL-PORT AUX BASQUES	NL	CA	A0M1C0
107063802RR0001	DR CHARLES LEGROW HEALTH CENTER	Revoked-Failure to File	Charity	1997-04-12		0001	Other purposes beneficial to the community	0100	P.O. BOX 250 	PORT AUX BASQUES	NL	CA	A0M1C0
870072303RR0001	DR HUGH TWOMEY HEALTH CARE CENTRE AUXILIARY INC	Registered	Charity	2004-02-23		0001	Other purposes beneficial to the community	0110	PO BOX 250 	BOTWOOD	NL	CA	A0H1E0
892564469RR0001	DR. KINGSTON MEMORIAL COMMUNITY HEALTH CENTRE	Registered	Charity	1985-06-12		0001	Other purposes beneficial to the community	0100	40 SCHOOL ROAD POST OFFICE BOX 40	L'ARDOISE	NS	CA	B0E1S0
890600547RR0001	DRAYTON VALLEY HEALTH SERVICES FOUNDATION	Registered	Charity	1996-04-01		0002	Other purposes beneficial to the community	0210	4550 MADSEN AVENU 	DRAYTON VALLEY	AB	CA	T7S1N8
118888205RR0001	DRAYTON VALLEY HEALTH-CARE AUXILIARY ASSOCIATION	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0110	BOX 5424 	DRAYTON VALLEY	AB	CA	T7A1R5
890950041RR0001	DRUMHELLER AREA HEALTH FOUNDATION	Registered	Charity	1995-04-01		0001	Other purposes beneficial to the community	0110	351 9 STREET NW 	DRUMHELLER	AB	CA	T0J0Y1
118888759RR0001	DRYDEN REGIONAL HEALTH CENTRE	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	PO BOX 3003 STN MAIN 	DRYDEN	ON	CA	P8N2Z6
854261922RR0001	DUNNVILLE HEALTH CENTRE VOLUNTEER ASSOCIATION	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0110	400 BROAD ST W 	DUNNVILLE	ON	CA	N1A1T3
118889690RR0001	DUNNVILLE HOSPITAL & HEALTHCARE FOUNDATION	Registered	Charity	1975-12-01		0002	Other purposes beneficial to the community	0210	322 BROAD ST W 	DUNNVILLE	ON	CA	N1A1T1
119158137RR0001	DURHAM COMMUNITY HEALTH CENTRE	Registered	Charity	1987-01-01		0001	Other purposes beneficial to the community	0160	115 GRASSMERE AVE 	OSHAWA	ON	CA	L1H3X7
874564172RR0001	DURHAM FAMILY MENTAL HEALTH SUPPORT	Revoked-Voluntary	Charity	2001-08-04		0001	Relief of Poverty	0001	CATHERINE LLEWELLYN 38 DEACON LANE	AJAX	ON	CA	L1S2T1
871251443RR0001	DURHAM MENTAL HEALTH SERVICES FOUNDATION	Revoked-Voluntary	Charity	2022-03-19		0002	Other purposes beneficial to the community	0210	104 CHRISTENA CRES 	AJAX	ON	CA	L1S6A5
886342195RR0001	E K M HEALTH FOUNDATION	Registered	Charity	1987-11-26		0002	Other purposes beneficial to the community	0210	23 EARNSCLIFFE AVENUE 	WOLFVILLE	NS	CA	B4P1X4
850870155RR0001	East Wellington Family Health Team	Registered	Charity	2007-12-21		0001	Other purposes beneficial to the community	0100	1 - 6 THOMPSON CRES SS 1	ERIN	ON	CA	N0B1T0
817584329RR0001	Eden Care Health Inc.	Registered	Charity	2017-04-01		0001	Other purposes beneficial to the community	0110	110 - 1100 BROADWAY AVE 	REGINA	SK	CA	S4P1E3
889967972RR0001	Edson Healthcare Centre Auxiliary	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0110	3827 6 AVE 	EDSON	AB	CA	T7E0C5
106830078RR0001	Elements Calgary Mental Health Centre	Registered	Charity	1977-01-01		0001	Other purposes beneficial to the community	0160	400 - 1035 7 AVE SW 	CALGARY	AB	CA	T2P3E9
827845389RR0001	Elgin Community Mental Health Foundation	Registered	Charity	2015-05-01		0002	Other purposes beneficial to the community	0210	98 CENTRE ST 	ST THOMAS	ON	CA	N5R2Z7
773966262RR0001	Elim Mental Health Foundation	Registered	Charity	2024-04-15		0001	Other purposes beneficial to the community	0100	200 - 1390 PRINCE OF WALES DR 	OTTAWA	ON	CA	K2C3N6
761546688RR0001	Embrace Health Foundation	Registered	Charity	2019-07-18		0001	Advancement of Education	0011	52 - 30 TIMES SQUARE BLVD 	STONEY CREEK	ON	CA	L8J0L9
728239112RR0001	Emotions Health and Wellness Society of British Columbia	Registered	Charity	2019-11-10		0001	Other purposes beneficial to the community	0100	107 - 18515 53 AVE 	SURREY	BC	CA	V3S7A4
809197205RR0001	Environmental Health Association of Alberta	Revoked-Failure to File	Charity	2026-01-31		0001	Other purposes beneficial to the community	0110	12404 141 ST NW 	EDMONTON	AB	CA	T5L2G5
831808696RR0001	Environmental Health Association of B.C.	Revoked-Voluntary	Charity	2019-01-26		0001	Other purposes beneficial to the community	0100	2604 SUNNYSIDE CRESCENT 	ABBOTSFORD	BC	CA	V2T1Y2
745430801RR0001	Environmental Health Association of Canada - Association pour la santé environnementale du Canada	Registered	Charity	2023-11-21		0001	Other purposes beneficial to the community	0110	1065 MONTEE SAINT-ELMIRE 	SAINT-SAUVEUR	QC	CA	J0R1R1
140647116RR0001	Erie Shores Health Foundation	Registered	Charity	1992-01-01		0002	Other purposes beneficial to the community	0210	211 - 197 TALBOT ST W 	LEAMINGTON	ON	CA	N8H1N8
127103992RR0001	Erie Shores Healthcare	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	194 TALBOT STREET WEST 	LEAMINGTON	ON	CA	N8H1N9
129640264RR0001	Erie Shores HealthCare Auxiliary	Revoked-Voluntary	Charity	2024-10-19		0001	Other purposes beneficial to the community	0110	194 TALBOT ST W. 	LEAMINGTON	ON	CA	N8H1N9
835831397RR0001	Espoir&Santé (Hope&Health)	Registered	Charity	2015-02-25		0001	Other purposes beneficial to the community	0110	99 WENTWORTH HILL SW 	CALGARY	AB	CA	T3H0G9
742382922RR0001	Eston & District Health Care Foundation Inc.	Registered	Charity	2018-02-15		0002	Other purposes beneficial to the community	0210	P.O. BOX 279 	ESTON	SK	CA	S0L1A0
863052189RR0001	EAGLE PARK HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	2019-11-16		0002	Other purposes beneficial to the community	0210	777 JONES ST 	QUALICUM BEACH	BC	CA	V9K2L1
876635020RR0001	EAR FALLS COMMUNITY HEALTH CENTRE INCORPORATED	Registered	Charity	1999-01-01		0001	Other purposes beneficial to the community	0110	P.O. BOX 520 	EAR FALLS	ON	CA	P0V1T0
129135604RR0001	EAST END COMMUNITY HEALTH CENTRE	Registered	Charity	1999-04-01		0001	Other purposes beneficial to the community	0110	1619 QUEEN STREET EAST 	TORONTO	ON	CA	M4L1G4
898196571RR0001	EAST EUROPEAN HEALTH FUND	Revoked-Failure to File	Charity	2017-07-08		0001	Other purposes beneficial to the community	0110	175 LAKESHORE RD 	POINTE-CLAIRE	QC	CA	H9S4J9
888577467RR0001	EAST HAMILTON-STONEY CREEK HEALTH ASSOCIATION	Revoked-Voluntary	Charity	2006-09-23		0002	Other purposes beneficial to the community	0210	7 HEWITSON RD 	STONEY CREEK	ON	CA	L8E2T3
118878677RR0001	EAST KOOTENAY FOUNDATION FOR HEALTH	Registered	Charity	1983-04-01		0002	Other purposes beneficial to the community	0210	13-24TH AVE N 	CRANBROOK	BC	CA	V1C3H9
899028252RR0001	EAST KOOTENAY REGIONAL HEALTH BOARD	Revoked-Failure to File	Charity	2000-02-05		0002	Other purposes beneficial to the community	0210	1212 - 2ND STREET N. 	CRANBROOK	BC	CA	V1C4T6
896657715RR0001	EAST PRINCE HEALTH	Revoked-Voluntary	Charity	2007-08-11		0001	Other purposes beneficial to the community	0110	K SCOTT STEVENS, COMPTROLLER PO BOX 2000, 95 ROCHFORD ST	CHARLOTTETOWN	PE	CA	C1A7N8
892686361RR0001	EAST THJOMPSON / NORTH SHUSWAP HEALTH COUNCIL	Revoked-Voluntary	Charity	1997-03-01		0001	Other purposes beneficial to the community	0110	POST OFFICE BOX 1099 	CHASE	BC	CA	V0E1M0
138366984RR0001	EAST YORK MENTAL HEALTH COUNSELLING SERVICES AGENCY	Registered	Charity	1994-04-01		0001	Other purposes beneficial to the community	0100	1245 DANFORTH AVENUE 	TORONTO	ON	CA	M4J1M8
888694791RR0001	EASTERN KINGS HEALTH FOUNDATION INC.	Registered	Charity	1993-07-08		0002	Other purposes beneficial to the community	0210	PO BOX 640 	SOURIS	PE	CA	C0A2B0
131580862RR0001	EASTERN ONTARIO HEALTH PROMOTION FOUNDATION	Revoked-Voluntary	Charity	2000-07-22		0002	Other purposes beneficial to the community	0210	1000 PITT STREET 	CORNWALL	ON	CA	K6J5T1
892921479RR0008	EASTERN REGIONAL HEALTH BOARD	Revoked-Failure to File	Charity	2002-08-24		0001	Other purposes beneficial to the community	0110	6 HARBOURVIEW DRIVE ATTN:GEORGE MACDOUGALL	SYDNEY MINES	NS	CA	B1V3A1
892835364RR0001	EATONIA DISTRICT HEALTH CARE FOUNDATION INC.	Registered	Charity	1995-04-01		0001	Other purposes beneficial to the community	0110	BOX 356 	EATONIA	SK	CA	S0L0Y0
887948040RR0001	ECOS ENVIRONMENTAL HEALTH FOUNDATION	Revoked-Failure to File	Charity	2017-09-30		0001	Advancement of Education	0011	4980B PRINCE EDWARD ROAD ONE RR#2	CONSECON	ON	CA	K0K1T0
122300874RR0001	EDEN HEALTH CARE SERVICES INC	Registered	Charity	1990-04-01		0001	Other purposes beneficial to the community	0100	309 MAIN STREET PO BOX 129 MAIN	WINKLER	MB	CA	R6W4A4
107280844RR0001	EDEN MENTAL HEALTH CENTRE	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	PO BOX 129 STN MAIN 	WINKLER	MB	CA	R6W4A4
885399808RR0001	EDGAR F. KAISER JR. VALLEY HEALTH CARE COOPERATIVE	Revoked-Voluntary	Charity	2008-05-10		0001	Other purposes beneficial to the community	0100	P.O BOX 1587 	SPARWOOD	BC	CA	V0B2G0
706282704RR0001	EFry Health Services Society	Registered	Charity	2025-04-01		0001	Other purposes beneficial to the community	0100	101 - 9683 137 ST 	SURREY	BC	CA	V3T4G8
894166784RR0001	ELBOW AND DISTRICT HEALTH CARE AUXILLARY	Revoked-Voluntary	Charity	2013-09-21		0001	Other purposes beneficial to the community	0110	BOX 103 	ELBOW	SK	CA	S0H1J0
118897586RR0001	ELKWOOD MANOR HEALTH AUXILIARY	Registered	Charity	1987-01-01		0001	Other purposes beneficial to the community	0110	B0X 172 	ELKHORN	MB	CA	R0M0N0
889016994RR0001	ELNORA HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	2006-11-25		0001	Other purposes beneficial to the community	0110	CHERYL WARREN BOX 569	ELNORA	AB	CA	T0M0Y0
868379967RR0001	ELROSE HEALTH CARE AUXILIARY	Registered	Charity	1997-09-02		0001	Other purposes beneficial to the community	0110	BOX 593 	ELROSE	SK	CA	S0L0Z0
891974222RR0001	EMPOWERING CITIZENS FOR HEALTH AND OPPORTUNITY SOCIETY	Registered	Charity	1998-05-22		0001	Relief of Poverty	0001	PO BOX 2096 4812 50TH AVENUE 	WHITECOURT	AB	CA	T7S1P7
892521766RR0001	EMPRESS AND DISTRICT HEALTH FOUNDATION	Revoked-Voluntary	Charity	2004-05-01		0001	Other purposes beneficial to the community	0210	SEASMAN O'FUARTHAIN BOX 125	EMPRESS	AB	CA	T0J1E0
118899988RR0001	ENDEAVOUR FOR THE BENEFIT OF THE ARTS SCIENCES AND HEALTH	Revoked-Voluntary	Charity	2014-10-18		0002	Other purposes beneficial to the community	0210	1751 IRENE PLACE 	NORTH VANCOUVER	BC	CA	V7K2V5
106863574RR0001	ENRICHMENT CENTRE FOR MENTAL HEALTH	Registered	Charity	1991-01-01		0001	Relief of Poverty	0001	PO BOX 25010 RPO SIDNEY 	BELLEVILLE	ON	CA	K8P0B4
880647623RR0001	ENVIRONMENTAL HEALTH ASSOCIATION OF NOVA SCOTIA	Registered	Charity	2000-06-15		0001	Other purposes beneficial to the community	0100	103-287 LACEWOOD DRIVE MAILBOX 149	HALIFAX	NS	CA	B3M3Y7
870968377RR0001	ENVIRONMENTAL HEALTH FOUNDATION OF CANADA	Registered	Charity	1991-01-01		0001	Other purposes beneficial to the community	0110	30 ODESSA COVE 	WINNIPEG	MB	CA	R2P2Z6
858865926RR0001	ENVIRONMENTAL HEALTH INSTITUTE OF CANADA	Registered	Charity	2007-09-01		0001	Other purposes beneficial to the community	0110	22 DANVILLE DR 	TORONTO	ON	CA	M2P1J1
896284031RR0001	ERICKSON AND DISTRICT HEALTH FOUNDATION INC.	Registered	Charity	1996-04-01		0002	Other purposes beneficial to the community	0210	PO BOX 103 	ERICKSON	MB	CA	R0J0P0
860424969RR0001	ERIE SHORES FAMILY HEALTH TEAM	Registered	Charity	2009-08-08		0001	Other purposes beneficial to the community	0100	197 TALBOT STREET WEST 	LEAMINGTON	ON	CA	N8H1N8
118902105RR0001	ESSEX EMERGENCY HEALTH EDUCATION PROGRAM	Revoked-Failure to File	Charity	2000-02-05		0001	Other purposes beneficial to the community	0100	LORI ROSS 2796 COUNTY RD 12 RR 2	ESSEX	ON	CA	N8M2X6
806465340RR0001	ETHIOPIAN NORTH AMERICAN HEALTH PROVIDERS ASSOCIATION INC.	Registered	Charity	2008-05-01		0001	Advancement of Education	0010	188 ROY ST. 	EDMONTON	AB	CA	T6R2A8
107352536RR0001	ETOBICOKE MENTAL HEALTH SERVICES AGENCY	Revoked-Voluntary	Charity	1997-03-01		0001	Relief of Poverty	0001	1887 CARRERA COURT 	MISSISSAUGA	ON	CA	L5J4R5
119087807RR0001	EVERYMIND MENTAL HEALTH SERVICES	Registered	Charity	1986-04-01		0001	Relief of Poverty	0001	85 A AVENTURA COURT 	MISSISSAUGA	ON	CA	L5T2Y6
131849895RR0001	EVERYWOMAN'S HEALTH CENTRE SOCIETY (1988)	Registered	Charity	1988-07-20		0001	Other purposes beneficial to the community	0100	210-2525 COMMERCIAL DRIVE 	VANCOUVER	BC	CA	V5N4C1
864511183RR0001	EXCELLENCE IN AFRICA NEUROSCIENCE AND HEALTH - CANADA	Registered	Charity	2005-03-23		0001	Other purposes beneficial to the community	0110	9131 207B ST 	LANGLEY	BC	CA	V1M2P5
883859381RR0001	EXCEPTIONAL SENIORS COMMUNITY HEALTH CENTRE	Revoked-Failure to File	Charity	2002-08-24		0001	Other purposes beneficial to the community	0110	96 NORTHOVER STREET 	NORTH YORK	ON	CA	M3L1W7
886426394RR0001	EYEBROW SASKATCHEWAN HEALTH-CARE ASSOCIATION AUXILIARY	Registered	Charity	1986-02-03		0002	Other purposes beneficial to the community	0210	PO BOX 74 	EYEBROW	SK	CA	S0H1L0
833053002RR0001	Family First Family Health Team	Registered	Charity	2011-09-01		0001	Other purposes beneficial to the community	0100	PO BOX 91569 RPO MER 	ORLEANS	ON	CA	K1W0A6
891433211RR0001	Family Mental Health Support Network of Niagara	Registered	Charity	2015-04-01		0001	Other purposes beneficial to the community	0110	2969 SHAWNEE TRAIL, RR 2 	RIDGEWAY	ON	CA	L0S1N0
713653103RR0001	First Nations Health Foundation	Registered	Charity	2023-05-31		0003	Other purposes beneficial to the community	0210	501 - 100 PARK ROYAL S 	WEST VANCOUVER	BC	CA	V7T1A2
821724036RR0001	First Steps Health Society	Registered	Charity	2001-09-07		0001	Other purposes beneficial to the community	0120	3260 W 5TH AVE 	VANCOUVER	BC	CA	V6K1V4
744212424RR0001	Fit Foundation Youth Health Club	Registered	Charity	2026-01-01		0001	Other purposes beneficial to the community	0140	9960 PATTON RD SW 	CALGARY	AB	CA	T2V5E8
754279487RR0001	Flo's Seniors - Health and Care Programs Network	Registered	Charity	2022-01-01		0001	Other purposes beneficial to the community	0150	211 BRONSON AVE 	OTTAWA	ON	CA	K1R6H5
738375351RR0001	Flourish Foundation - Building Resilience, Health and Well-Being Across Generations	Registered	Charity	2024-08-23		0002	Other purposes beneficial to the community	0210	16 EVERCREEK BLUFFS MEWS SW 	CALGARY	AB	CA	T2Y4V7
756935136RR0001	Flowerstone Health Society	Registered	Charity	2022-04-01		0001	Other purposes beneficial to the community	0100	PO BOX 249 STN MAIN 	QUALICUM BEACH	BC	CA	V9K1S8
136480175RR0001	Fondation de Santé des Collines / Des Collines Health Foundation	Registered	Charity	1991-09-20		0002	Other purposes beneficial to the community	0210	1-101 CH. BURNSIDE 	WAKEFIELD	QC	CA	J0X3G0
891568545RR0001	Fondation des amis de la santé inc./Friends of Healthcare Foundation Inc.	Registered	Charity	1988-10-13		0002	Other purposes beneficial to the community	0210	189 CHEMIN LILY LAKE BOX 880 	CAMPBELLTON	NB	CA	E3N3H3
867694820RR0001	Fondation du complexe de santé reine Élizabeth / Queen Elizabeth Health Complex Foundation	Registered	Charity	1999-06-21		0001	Other purposes beneficial to the community	0100	331-2100 AV. MARLOWE 	MONTREAL	QC	CA	H4A3L5
813758299RR0001	Fondation jeunes en santé inc. / Young and Healthy Foundation Inc.	Revoked-Voluntary	Charity	2016-11-19		0001	Other purposes beneficial to the community	0110	3175, CÔTE SAINTE-CATHERINE SAINTE JUSTINE-7E ÉTAGE-BLOC 2	MONTRÉAL	QC	CA	H3T1C5
748996014RR0001	Fondation pour la santé mentale des hommes Back to Square 1 Men's Mental Health Foundation	Registered	Charity	2025-01-01		0001	Other purposes beneficial to the community	0110	34 AV DES QUATRE-SAISONS 	LUSKVILLE	QC	CA	J0X2G0
828395780RR0001	Fondation Canadienne Pour la Santé Vasculaire Canadian Foundation for Vascular Health	Registered	Charity	2017-09-05		0001	Other purposes beneficial to the community	0100	555 BOUL RENE-LEVESQUE O BUREAU 1000	MONTREAL	QC	CA	H2Z1B1
765562475RR0001	Fondation Internationale De La Santé Kibos/Kibos International Health Foundation	Registered	Charity	2020-10-29		0001	Other purposes beneficial to the community	0100	86 ROUTE 112 	WEEDON	QC	CA	J0B3J0
842637571RR0001	Fondation Santé Vallée Massawippi / Massawippi Valley Health Foundation	Registered	Charity	2014-08-06		0001	Other purposes beneficial to the community	0100	3151 CH ROUND BAY 	AYER'S CLIFF	QC	CA	J0B1C0
107588477RR0001	Fondation Sante Outaouais/Outaouais Health Foundation	Registered	Charity	1984-11-14		0002	Other purposes beneficial to the community	0210	173 RUE GAMELIN 	GATINEAU	QC	CA	J8Y1W1
897488797RR0001	Fort Frances Tribal Area Health Services Inc.	Registered	Charity	2016-03-30		0001	Other purposes beneficial to the community	0110	PO BOX 608 STN MAIN 	FORT FRANCES	ON	CA	P9A3M9
816291041RR0001	Foundation for a Healthy Saskatchewan Inc.	Revoked-Voluntary	Charity	2025-02-15		0002	Other purposes beneficial to the community	0210	103 HOSPITAL DRIVE 	SASKATOON	SK	CA	S7N0W8
815140231RR0001	Foundation for Addiction and Mental Health	Registered	Charity	2014-10-30		0001	Other purposes beneficial to the community	0110	5316 - 7005 FAIRMOUNT DR SE 	CALGARY	AB	CA	T2H0K4
721189132RR0001	Foundation for Gender Equality in Health and Wellbeing	Registered	Charity	2021-01-01		0002	Other purposes beneficial to the community	0210	26 MANSUR TERR 	NORTH YORK	ON	CA	M3J3R1
743261083RR0001	FreeHealthCare	Revoked-Voluntary	Charity	2025-05-31		0001	Advancement of Education	0013	3000 79 WELLINGTON STREET WEST 	TORONTO	ON	CA	M5K1N2
873219646RR0001	Friends of Canadian Institutes of Health Research Inc./Amis des Instituts de recherche en santé du Canada Inc.	Registered	Charity	2009-01-01		0001	Advancement of Education	0014	4 DEVONSHIRE PLACE MASSEY COLLEGE	TORONTO	ON	CA	M5S2E1
776867129RR0001	Frontline Healthcare	Revoked-Failure to File	Charity	2021-07-31		0001	Other purposes beneficial to the community	0110	270 CALAVERAS AVE 	OTTAWA	ON	CA	K2J5K8
804077683RR0001	Full Health Children's Charity	Revoked-Failure to File	Charity	2016-04-02		0001	Other purposes beneficial to the community	0110	8 MEADOWBANK RD 	ETOBICOKE	ON	CA	M9B5C5
857142582RR0001	FAIR AID SOCIETY SUPPORTING CONGOLESE HEALTH CARE	Registered	Charity	2008-04-11		0002	Other purposes beneficial to the community	0210	604 WHEELER ST 	WHITEHORSE	YT	CA	Y1A2P5
890086267RR0001	FAIRVIEW HEALTH COMPLEX FOUNDATION	Registered	Charity	2009-04-01		0002	Other purposes beneficial to the community	0210	BOX 2141 	FAIRVIEW	AB	CA	T0H1L0
132582198RR0001	FAMILY ASSOCIATION FOR MENTAL HEALTH EVERYWHERE	Revoked-Voluntary	Charity	2020-10-24		0001	Other purposes beneficial to the community	0100	1281 ST CLAIR AVE W 	TORONTO	ON	CA	M6E1B8
118913631RR0001	FEDERAL SERVICE DIVISION OTTAWA-CARLETON/OUTAOUAIS UNITED NAY/HEALTHPARTNERS	Revoked-Voluntary	Charity	1998-06-13		0002	Other purposes beneficial to the community	0210	10A2 PHASE III PLACE DU PORTAGE	OTTAWA	ON	CA	K1A0S5
854135480RR0001	FEDERATED HEALTH CHARITIES CORPORATION	Registered	Charity	1998-07-10		0002	Other purposes beneficial to the community	0210	5TH FLOOR,315 FRONT ST. WEST 	TORONTO	ON	CA	M7A0B8
894280791RR0001	FIRST NATIONS INSTITUTE FOR ABORIGINAL HEALTH	Revoked-Failure to File	Charity	1999-01-30		0001	Other purposes beneficial to the community	0100	20TH FLOOR 1500 WEST GEORGIA S T	VANCOUVER	BC	CA	V6G2Z8
890251382RR0001	FIRST PLACE MATERNAL HEALTH OPTIONS INC.	Registered	Charity	1993-05-20		0001	Relief of Poverty	0001	202 - 1600 MERIVALE RD 	NEPEAN	ON	CA	K2G5J8
129904694RR0001	FLEMINGDON HEALTH CENTRE	Registered	Charity	1975-02-19		0001	Other purposes beneficial to the community	0100	10 GATEWAY BLVD 	TORONTO	ON	CA	M3C3A1
118920016RR0001	FLIN FLON HEALTH AUXILIARY	Registered	Charity	1975-06-01		0001	Other purposes beneficial to the community	0110	BOX 340 	FLIN FLON	MB	CA	R8A1N2
